PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Ish Smith,DET,30,4,0,4,20.2,6,2.5,9.5,26.3,0.3,1.8,14.3,0.8,1,75,0.3,2.5,2.8,3.5,1,0.8,0.3,2,16.6,0,0,-9.3
Marco Belinelli,SAS,33,7,3,4,18.8,5.9,2,5.4,36.8,1.1,3,38.1,0.7,0.9,83.3,0,1.9,1.9,1.1,0.3,0,0.3,1,10.4,0,0,1
Boban Marjanovic,PHI,30,11,7,4,9.5,5.8,2.2,3.6,60,0,0.3,0,1.5,1.7,84.2,1.2,2.1,3.3,1,1.3,0.2,0.3,1.6,11.3,0,0,-2.4
Seth Curry,POR,28,16,8,8,20.4,5.6,1.9,5.1,36.6,1.3,3.3,40.4,0.6,0.7,81.8,0.3,1.3,1.6,0.8,0.4,0.8,0.3,1.7,11.3,0,0,2.3
Mike Scott,PHI,30,10,6,4,19.3,5.6,2.1,4.7,44.7,1.2,3.4,35.3,0.2,0.2,100,0.4,3,3.4,0.5,0.7,0.3,0,2.2,10.6,0,0,0.2
Thon Maker,DET,22,4,0,4,17.1,5.5,1.8,6.5,26.9,0,3,0,2,2.3,88.9,1,1.3,2.3,1,0.8,0,1,3.5,12,0,0,-9
Monte Morris,DEN,24,14,7,7,16,5.4,2.4,6.1,38.4,0,0.9,0,0.6,0.9,69.2,0.2,1.1,1.4,2.6,0.4,0.4,0.1,1.1,11.7,0,0,-2.4
Ed Davis,BKN,30,3,1,2,13.6,5.3,2.3,3.3,70,0,0,0,0.7,0.7,100,1.3,5,6.3,0.7,0,0,0.3,3,14.9,1,0,7
Patty Mills,SAS,30,7,3,4,21.8,5.3,2,6.1,32.6,0.4,3.1,13.6,0.9,1.4,60,0.1,2,2.1,3.6,0.4,1,0.1,1.3,16.2,0,0,-1.7
Khem Birch,ORL,26,5,1,4,18.3,5.2,2,3.6,55.6,0,0,0,1.2,1.4,85.7,1.8,4.4,6.2,0.8,1.2,0.2,1,1.6,16.2,0,0,-0.8
Ivica Zubac,LAC,22,4,1,3,9.7,5,2.3,4.5,50,0,0,0,0.5,0.8,66.7,2.8,2.8,5.5,0.3,1,0.5,0.5,1.3,14,1,0,-0.5
Terrance Ferguson,OKC,21,5,1,4,25.6,5,1.8,5,36,1.4,3.6,38.9,0,0,0,0.4,2,2.4,1.2,1,0.4,0,3.8,9.9,0,0,-7.8
Danuel House Jr.,HOU,26,7,4,3,20.1,4.9,1.6,5.3,29.7,1.1,4.4,25.8,0.6,1.1,50,0.3,2.9,3.1,0.1,0.6,0.4,0.3,1.6,10.4,0,0,-0.3
Nerlens Noel,OKC,25,5,1,4,12.1,4.8,2.4,4,60,0,0,0,0,0.4,0,2.2,1.6,3.8,0,0.8,0.4,0.6,1.8,11.6,0,0,1.8
Wes Iwundu,ORL,24,5,1,4,12,4.8,1.2,3.6,33.3,0.6,1.8,33.3,1.8,1.8,100,0,1.4,1.4,0.8,0.4,0.6,0,0.8,9.1,0,0,1.2
Furkan Korkmaz,PHI,21,4,3,1,8.9,4.8,1.5,4.5,33.3,0.8,2,37.5,1,1.3,80,0,1.5,1.5,1.3,0.3,0,0.3,1.3,8.9,0,0,-5.3
Khyri Thomas,DET,23,3,0,3,5,4.7,2,4,50,0.3,1.3,25,0.3,0.3,100,0,0.7,0.7,0,0,0.7,0,0,7.5,0,0,2.7
Mason Plumlee,DEN,29,14,7,7,15.6,4.6,1.7,3.4,51.1,0,0.1,0,1.1,2,57.1,1.9,2.6,4.4,1.5,0.6,0.5,0.7,2.8,15.2,0,0,-5.4
Grayson Allen,UTA,23,2,0,2,7,4.5,1,3.5,28.6,0,1.5,0,2.5,3.5,71.4,0,0.5,0.5,0,0,0,0,0,5.1,0,0,-5
Georges Niang,UTA,26,5,1,4,11,4.4,1.8,4.4,40.9,0.8,2.6,30.8,0,0,0,0,2.8,2.8,1,0.4,0.2,0.2,1,10.1,0,0,1.8
Glenn Robinson III,DET,25,3,0,3,11.9,4.3,1.3,5,26.7,0.3,2.7,12.5,1.3,1.3,100,0.7,1.7,2.3,0.7,0.3,0.7,0,1.7,9.8,0,0,-9
Quinn Cook,GSW,26,17,11,6,11.4,4.2,1.6,4.1,40,0.6,2,32.4,0.2,0.2,100,0.1,0.9,1.1,0.7,0.4,0.2,0.1,0.8,6.9,0,0,-3.2
Sterling Brown,MIL,24,11,8,3,14.7,4.1,1.4,3.5,39.5,0.6,1.9,33.3,0.7,1,72.7,0.4,2.4,2.7,1.7,0.7,0.5,0.3,1.5,11.7,0,0,3
Shaun Livingston,GSW,33,22,14,8,14.6,4,1.5,3.4,45.3,0,0.1,0,1,1.1,84,0.5,0.9,1.4,1.4,0.4,0.5,0.2,1.6,9.4,0,0,-2.1
Greg Monroe,PHI,29,10,6,4,9,4,1.6,4,40,0.1,0.4,25,0.7,0.9,77.8,1.4,1.7,3.1,0.4,0.4,0.5,0.3,1.1,10.3,0,0,-4.3
Kenneth Faried,HOU,29,6,4,2,9.4,4,1.5,2.2,69.2,0.2,0.2,100,0.8,1,83.3,0.5,3,3.5,0.3,0,0.3,0,1,9.7,0,0,2.3
Nene,HOU,36,7,3,4,7.5,3.9,1.4,1.4,100,0,0,0,1,1.3,77.8,1.3,0.7,2,0.4,0.4,0.4,0.3,1,8.6,0,0,2.6
Markieff Morris,OKC,29,5,1,4,11.8,3.8,1,3.2,31.3,0.4,1.4,28.6,1.4,1.8,77.8,0.8,1.8,2.6,1,0.4,0.2,0.6,1.8,10.4,0,0,1.4
Wilson Chandler,LAC,32,4,1,3,13.1,3.8,1.3,4,31.3,0.3,2.5,10,1,1,100,0,1.5,1.5,0.5,0.8,0.5,0,1.8,7.1,0,0,2
Iman Shumpert,HOU,29,8,4,4,13.7,3.6,1.3,3.3,38.5,1,2.8,36.4,0.1,0.5,25,0.1,1.4,1.5,0.3,0.4,0.1,0,1.3,5.8,0,0,2.4
Jerome Robinson,LAC,22,5,1,4,9.2,3.6,1,2.8,35.7,0.6,1.2,50,1,1,100,0.4,0.8,1.2,1.4,0.2,0.4,0,0.8,8.1,0,0,0.6
Jonathon Simmons,PHI,29,7,5,2,7.4,3.6,1.4,4.3,33.3,0.3,1.4,20,0.4,0.6,75,0.3,1,1.3,0.3,0.9,0.1,0,0.3,5.1,0,0,-7.6
Gerald Green,HOU,33,11,6,5,8.8,3.5,1.1,3.6,30,0.9,2.6,34.5,0.5,0.5,100,0,1.1,1.1,0.1,0.3,0.3,0.3,1.1,6.4,0,0,-0.9
Marcus Smart,BOS,25,2,0,2,16.2,3.5,0.5,5.5,9.1,0.5,5.5,9.1,2,3,66.7,2,0,2,2,1.5,1.5,0,1.5,11.9,0,0,-9.5
Jarell Martin,ORL,25,3,0,3,6.1,3.3,1.3,3,44.4,0.7,2.3,28.6,0,0.7,0,0.3,0.3,0.7,0.3,0,0,0.3,0.3,5.6,0,0,5.3
Bruce Brown,DET,22,4,0,4,14.2,3.3,1.3,3.5,35.7,0.3,1.3,20,0.5,0.5,100,0.3,1.8,2,0.5,0.5,0.5,0.3,2,8.2,0,0,-10
Davis Bertans,SAS,26,5,2,3,15.8,3.2,1,3,33.3,0.6,2.2,27.3,0.6,1,60,0,1.6,1.6,1,0.2,0,0.2,2,7,0,0,2.4
Alfonzo McKinnie,GSW,26,22,14,8,10.7,3,1.2,2.7,44.1,0.5,1.5,31.3,0.2,0.5,40,0.8,1.5,2.3,0.2,0.3,0.1,0,1.5,6.1,0,0,0.3
Jared Dudley,BKN,33,4,1,3,20.6,3,0.8,2.8,27.3,0.5,2.3,22.2,1,1,100,0,0.5,0.5,2.8,1,0.8,0.3,2.5,9.7,0,0,2.3
Theo Pinson,BKN,23,3,0,3,7.3,3,1,2.7,37.5,1,2.3,42.9,0,0,0,0,1,1,1,0.3,0.7,0,0,7.4,0,0,6.3
Andrew Bogut,GSW,34,19,13,6,9.4,2.7,1.3,1.9,64.9,0,0,0,0.2,0.3,80,1.2,2.7,3.9,1.1,0.5,0.3,0.3,2,10.3,0,0,-0.6
Jordan Bell,GSW,24,15,11,4,7,2.7,1.1,2.1,54.8,0,0,0,0.5,0.7,70,0.5,0.8,1.3,0.7,0.1,0.3,0.5,0.9,7.4,0,0,-0.4
Evan Turner,POR,30,16,8,8,15.3,2.7,0.9,2.9,32.6,0.1,0.1,100,0.8,0.9,80,0.8,3.7,4.5,2.2,0.8,0.2,0.2,1.4,11.7,0,0,-0.2
T.J. McConnell,PHI,27,9,6,3,8.3,2.7,1.3,3,44.4,0,0,0,0,0,0,0.1,0.6,0.7,1.2,0.1,0.2,0.1,0.4,6.2,0,0,-2.4
Donatas Motiejunas,SAS,28,5,2,3,3.7,2.6,1.2,2,60,0,0.2,0,0.2,0.4,50,0.6,0.8,1.4,0.4,0,0,0,0.2,4.9,0,0,0.2
Brad Wanamaker,BOS,29,4,2,2,4.3,2.5,0.8,1.8,42.9,0.3,0.3,100,0.8,1,75,0,0,0,0.8,0.5,0.5,0,0,4.6,0,0,-1.5
Chris Boucher,TOR,26,2,1,1,2,2.5,1,2.5,40,0.5,1.5,33.3,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,4.6,0,0,-2.5
Kyle Korver,UTA,38,4,1,3,7.4,2.5,0.8,2,37.5,0.5,1.5,33.3,0.5,0.8,66.7,0.3,1,1.3,0,0.3,0,0,1.5,3.8,0,0,-5.5
Zaza Pachulia,DET,35,2,0,2,10.9,2.5,1,3,33.3,0,0,0,0.5,1,50,0.5,4,4.5,0,0.5,0,0,1.5,7.4,0,0,0.5
D.J. Wilson,MIL,23,8,6,2,5.3,2.4,1,2,50,0.1,0.6,20,0.3,0.3,100,0.1,1.1,1.3,0.5,0.9,0,0.1,0.9,4.1,0,0,-2.6
Garrett Temple,LAC,33,6,2,4,10.5,2.3,0.5,1.8,27.3,0.2,1.2,14.3,1.2,1.7,70,0.2,1,1.2,0.3,0.3,0.5,0.2,1.3,5.9,0,0,-0.8
Raymond Felton,OKC,35,5,1,4,11.4,2.2,0.8,2.6,30.8,0.4,1.6,25,0.2,0.4,50,0,0.6,0.6,0.6,0.4,0.8,0.2,1.4,6.4,0,0,3
Semi Ojeleye,BOS,24,6,2,4,5.8,2.2,0.7,1.5,44.4,0.5,0.8,60,0.3,0.3,100,0.2,0.2,0.3,0.3,0.2,0,0,0.8,2.9,0,0,-0.8
Jonas Jerebko,GSW,32,16,11,5,7.6,2.1,0.8,2.6,28.6,0.3,1.2,26.3,0.3,0.4,83.3,0.9,1.2,2.1,0.8,0.1,0.1,0.1,0.6,6.2,0,0,-0.7
Aron Baynes,BOS,32,9,5,4,12.8,2.1,0.9,1.6,57.1,0.2,0.7,33.3,0.1,0.2,50,0.7,2.1,2.8,0.3,0.6,0.3,0.2,2.2,7.1,0,0,-4.2
Amir Johnson,PHI,32,4,3,1,4.9,2,1,1,100,0,0,0,0,0,0,0.8,0.5,1.3,0.5,0.3,0.3,0,0.8,4.8,0,0,-4.5
Doug McDermott,IND,27,3,0,3,9.7,2,0.7,3.3,20,0,2.3,0,0.7,1.3,50,1,0.7,1.7,1.3,0,0,0.3,0.7,7,0,0,-1.7
Dzanan Musa,BKN,20,2,0,2,7.3,2,1,1.5,66.7,0,0.5,0,0,0,0,0,0,0,0,1.5,1,0,2,3.5,0,0,7
Guerschon Yabusele,BOS,23,4,2,2,3.5,2,0.5,1,50,0,0.3,0,1,1.8,57.1,0.3,0.3,0.5,0.3,0.3,0,0.3,0.8,3.5,0,0,0.3
Isaiah Hartenstein,HOU,21,2,1,1,1.1,2,1,1,100,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,2.6,0,0,-2.5
Jon Leuer,DET,30,1,0,1,4.9,2,1,2,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1
T.J. Leaf,IND,22,1,0,1,9.8,2,0,3,0,0,1,0,2,2,100,1,2,3,0,0,0,0,0,5.6,0,0,7
Tyrone Wallace,LAC,25,2,0,2,5.5,2,0.5,2,25,0,0,0,1,1.5,66.7,0,0.5,0.5,1.5,0.5,0,0,1,4.4,0,0,4.5
Tim Frazier,MIL,28,11,9,2,3.6,1.9,0.7,1.2,61.5,0.3,0.5,50,0.2,0.2,100,0,0.8,0.8,0.9,0.3,0.1,0,0.5,4.3,0,0,-1.2
Daniel Theis,BOS,27,7,5,2,6,1.7,0.7,2,35.7,0,0.3,0,0.3,0.3,100,0.6,0.9,1.4,0,0.1,0.1,0.1,0.6,4.1,0,0,-0.3
Aaron Holiday,IND,22,3,0,3,4.5,1.7,0.7,1.7,40,0.3,0.7,50,0,0,0,0,0,0,0,0.3,0,0,1,1.3,0,0,-1
Jerian Grant,ORL,26,3,0,3,4.7,1.7,0.7,3.3,20,0,2.3,0,0.3,0.3,100,0,1.3,1.3,1,0.3,0,0,0.3,4.4,0,0,6
Melvin Frazier,ORL,22,3,0,3,4.9,1.7,0.7,1.7,40,0,0,0,0.3,0.7,50,0.3,1,1.3,0,0,0.3,0,0,4.3,0,0,6
Jonah Bolden,PHI,23,10,7,3,7.9,1.6,0.5,1.9,26.3,0.4,1.6,25,0.2,0.4,50,0.4,1,1.4,0.3,0.9,0.2,0.1,1.2,3.7,0,0,-2.2
Jodie Meeks,TOR,31,14,9,5,4.8,1.6,0.6,2.1,31,0.1,0.9,15.4,0.1,0.2,66.7,0,0.6,0.6,0.1,0.2,0.3,0.1,0.5,3.3,0,0,-1.3
Treveon Graham,BKN,25,5,1,4,15.7,1.4,0.4,2,20,0,1.4,0,0.6,1.2,50,0.4,1.6,2,0.6,0.6,0.6,0.2,2,6.5,0,0,-0.2
Robert Williams III,BOS,21,3,2,1,4.2,1.3,0.3,0.7,50,0,0,0,0.7,0.7,100,0.3,2,2.3,0,0,0,0,0.3,4.1,0,0,0.3
Sindarius Thornwell,LAC,24,4,1,3,2.9,1.3,0.5,1.5,33.3,0.3,0.8,33.3,0,0,0,0,1,1,0,0,0.3,0,0.5,3.2,0,0,1
Thabo Sefolosha,UTA,35,4,1,3,10.5,1.3,0.5,3.5,14.3,0.3,2,12.5,0,0,0,0.3,1.8,2,0.5,0.3,0,0,0.8,4.2,0,0,-3.3
Dante Cunningham,SAS,32,5,2,3,2.6,1.2,0.4,0.6,66.7,0.4,0.4,100,0,0,0,0.4,0.8,1.2,0,0,0,0,0,2.6,0,0,1.4
Jeremy Lin,TOR,30,8,7,1,3.4,1.1,0.3,1.1,22.2,0.1,0.3,50,0.5,0.5,100,0,0.4,0.4,0.5,0.6,0.1,0,0.3,2.1,0,0,-3.1
Lonnie Walker IV,SAS,20,6,3,3,3.5,1,0.5,1.3,37.5,0,0.2,0,0,0,0,0,0.3,0.3,0.5,0,0,0,0,2.2,0,0,1.3
Jake Layman,POR,25,6,3,3,3.4,0.8,0.2,1.2,14.3,0,0.8,0,0.5,0.7,75,0.2,0.5,0.7,0,0,0,0,0.5,1.6,0,0,-2.8
Anfernee Simons,POR,20,5,2,3,2.4,0.8,0,1.4,0,0,0.4,0,0.8,1,80,0,0,0,0,0,0.2,0,0.4,1.4,0,0,-2
Malcolm Miller,TOR,26,10,7,3,2.8,0.8,0.2,0.8,25,0.1,0.6,16.7,0.3,0.4,75,0,0.5,0.5,0.1,0.1,0,0.1,0.3,1.8,0,0,-2.6
Damian Jones,GSW,24,4,3,1,2,0.8,0.3,0.3,100,0,0,0,0.3,0.5,50,0,0.5,0.5,0,0.3,0,0,0.8,1.1,0,0,-0.3
Jacob Evans,GSW,22,7,5,2,2.5,0.7,0.3,0.7,40,0.1,0.3,50,0,0,0,0,0.1,0.1,0.1,0.3,0,0,0.1,0.8,0,0,0.4
Abdel Nader,OKC,25,3,1,2,1.6,0.7,0.3,0.7,50,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.7,0,0,-0.7
Deonte Burton,OKC,25,3,1,2,1.5,0.7,0.3,1.7,20,0,0.7,0,0,0,0,0.3,0.3,0.7,0,0,0,0,0,1.5,0,0,0.3
Raul Neto,UTA,27,3,0,3,6.5,0.7,0.3,2,16.7,0,0.3,0,0,0,0,0,1,1,0.3,0,0,0,0.7,2.4,0,0,-6.3
Skal Labissiere,POR,23,3,1,2,3.5,0.7,0.3,1.3,25,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0.7,0,0,-3.3
Juancho Hernangomez,DEN,23,5,3,2,2.9,0.6,0.2,0.6,33.3,0.2,0.4,50,0,0,0,0,0.6,0.6,0,0.2,0,0,0.4,1.1,0,0,1.2
Tony Snell,MIL,27,9,7,2,3.2,0.6,0.2,0.7,33.3,0.1,0.2,50,0,0,0,0.2,0.1,0.3,0,0.1,0.1,0.1,0.3,1.5,0,0,-1.8
Patrick McCaw,TOR,23,11,8,3,4.4,0.5,0.1,0.5,20,0.1,0.3,33.3,0.2,0.2,100,0.2,0.1,0.3,0.4,0.1,0.2,0,0.4,1.8,0,0,-2.3
Eric Moreland,TOR,27,8,6,2,3.5,0.3,0.1,0.3,50,0,0,0,0,0,0,0.3,1.5,1.8,0.4,0,0,0,0.6,2.9,0,0,-3.5
Edmond Sumner,IND,23,1,0,1,1.6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2.4,0,0,5
Ekpe Udoh,UTA,32,2,0,2,3.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
Gary Clark,HOU,24,2,1,1,1.9,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.6,0,0,-1
Jarred Vanderbilt,DEN,20,3,1,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0.3,0,1.4,0,0,1
Jose Calderon,DET,37,3,0,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.3,0,0,3.5,0,0,1
